title,tag,artist,year,views,features,lyrics,id,language
If These Walls Could Talk,pop,Parker Winston,2022,5,, Do you still believe in astrology or was that just for me? Do you still talk about the stars and what it all means? Do you no longer have a reason to believe? Now that we live in separate galaxies   I'm finding it hard to hold on to us time pushing us away And I find it hard to think that we were on the right track but lost our way   And if these walls could talk They'd say I'm not over you But anyone with eyes would say the same 'Cause darling you know that I do love you   I talk to the moon about you And wonder if you'd care Searching for some answers In times that we've shared At night I need you with me Like somethings in the air I try to feel you but there's no one there  I'm finding it hard to hold on to us time pushing us away And I find it hard to think that we were on the right track but lost our way   And if these walls could talk They'd say I'm not over you But anyone with eyes would say the same 'Cause darling you know that I do love you   Never getting over Never getting over you Never getting over Never getting over you Never getting over Never getting over you Never getting over Never getting over you And if these walls could talk Never getting over And if these walls could talk Never getting over you And if these walls could talk If they could talk yeah if these walls could talk And if these walls could talk Never getting over you,7756435,en
Dead Rockstar,rock,Shirugoth,2022,12,,: I’m dead but i’m still thinking All this pain but it’s not ending So far that i can make it I know it’s okay (okay)  I left my world for you I put the blame on you You said i’m not alright I look so dead  : I know that i can’t face it You know that i’m still anxious So much that i can hold it I hate that You left a hole in my chest You gone so i’m just depressed Your guy is someone ROCK-less You know that  I left i let you all broke (ey) You gone with someone i know (Ey fuck it)  : I’m dead but i’m still thinking All this pain but it’s not ending So far that i can make it I know it’s okaa-ay  I left my world for you I put the blame on you You said i’m not alright I look so dead  : So i’ll be here all alone I don’t care if you don’t know I’ll be dead on the other road The day i met you i was broke  What you said hurts alot Our memories are fucked We had that kiss i fell in love Now you’re nothing but a ghost Hey? : I’m dead but i’m still thinking All this pain but it’s not ending So far that i can make it I know it’s okaa-ay  I left my world for you I put the blame on you You said i’m not alright I look so dead  : She fell in love with a goth-rockstar I fell in love with a real vampire I know i made you lie You love things that makes me die (x2),7762695,en
CALM,rap,Pytajnik,2022,24,,"Never broke again tak jak Pablo Poznałam polityków, wiem jak złamać ich Never broke again tak jak Youngboy Nie pozwolę na to by spłukanym być  Nigdy biedny ponownie, no pity for a g Dwadzieścia na godzinę to za mało by żyć Musisz ojebać bank albo wydymać ich Wszystko na spokojnie by nie upaść na pysk  System tworzy nam młodych przestępców Sam już więcej nie chcę być uczciwy Muszę nadać temu więcej sensu Ciągle ta obsesja w głowie przez jebane liczby  Siedzę w ciepłym domu, oglądam jak żyje Billy Nie mam ciepłych uczuć, ale się nie brzydzę nimi Tutaj od bezdomności to większość dzieli dwa miechy A i tak wysoko głowy i czujecie się bezpieczni  W tv takie fakty jak w adaptacjach Netflix Mądrzej o tym nie myśleć kiedy masz na zjazdach lęki Spokojnie jakoś odnajdziemy się w tym Spokojnie nikt nie będzie mówił jak żyć Spokojnie jakoś odnajdziemy się w tym Spokojnie nikt nie będzie mówił jak żyć  Never broke again tak jak Pablo Poznałam polityków, wiem jak złamać ich Never broke again tak jak Youngboy Nie pozwolę na to by spłukanym być",7602979,pl
The Point,rock,Skold,2022,3,," Love, blood, war Design, deceit, control   There's no one here for everyone Just stick around until I'm gone I love you so, it hurts For whatever that it's worth And all the dark will fade away The rumors and the lies And no one will remember If you even said goodbye   What's the point in dying When the world thinks you’re already dead? What's the point in crying With the rain beating down on your head?   Greed, hate, lust Divine, disgust, distrust  Happiness comes in a pill Off a fifteen-storеy windowsill You long until I die Or at least until I try The aftеrwads told me nothing Our problems still persist So think about the stories And the bullshit that you'll miss   What's the point in dying When the world thinks you’re already dead? What's the point in crying With the rain beating down on your head? What's the point in lying If no one believes what you say? What's the point in dying If you're already dead anyway?   If you're already dead anyway? If you're already dead anyway?    I hope you will remember me At least say so to comfort me You say goodbye so easily It's now or never It may seem really pitiful But life became too beautiful The pain of love — unbearable It's now or never, gone forever",7870103,en
STING,pop,KAT-TUN,2022,262,,"  Sting, sting, sting Stick 'em up Sting, sting, sting Stick 'em up  限界なんてないまま Going, all the way 先の無い時代なら Love is hard to find 後ろ指差す Somebody, somebody, alright 信じない Just a liar　構わず We fly high わき目も振らず Do, do, do it now  抑えられない Ambition 壊せ Comfy zone スリル感じたい　痛みさえ Feelin’ good 甘い蜜求めて Wanna taste it もっと Never close my eyes 追い詰める Don’t you cry  いま突き刺して Stick 'em up 近づくほどに Dangerous 誰も逃さず Hit 'em up タガも外れてFurious Let me bring the pain Let me bring the pain 駆け引きなど当然 一体どこまでが Fairplay? Sometimes, yeah　綺麗事じゃ That's right　計れぬReal So hard理想だけじゃ　きっと満たしきれない 渇いてる My greed　食い込ませる My fang  I'm ready now, na-na-na-na-na-na-na-na-na I'm ready now  膨らんでゆく Anxious　潰せ Craziness 過去に興味ない　思うまま Let it go 甘い罠躱(かわ)して　Gotta fight it もっと Reachin’ for the prize 食らいつくBe alive  狙い定めて Stick 'em up 毒が回れば Dangerous 一人残らず Hit 'em up 歯止め効かずに Furious (Yeah, yeah, yeah) Lеt me bring the pain Let mе bring the pain  譲れないものを守り抜く With my stinger 待っているだけじゃ満たせない I’m a fighter 運命さえ奪い取り　飛び回れ望むまま 命尽きるまで　攻めていけ (Sticg, sticg, sting) いま突き刺して Stick 'em up 近づくほどに Dangerous 誰も逃さず Hit 'em up タガも外れて Furious (Yeah, yeah, yeah) Let me bring the pain Let me bring the pain  Stick 'em up (Yeah) 毒が回れば Dangerous 一人残らず Hit 'em up 歯止め効かずに Furious (Yeah, yeah, yeah) Let me bring the pain (Yeah) Let me bring the pain",7726419,ja
Rich Nigga Problems,rap,YoungBoy Never Broke Again,2022,249,,"Lyrics from snippet   Thugs in this, that’s slime   Can’t handle me, so I’m not managed by  Ain’t right for me, so I’m not  ‘bout you slippin’ That’s first degree, he think ‘bout  (Yeah, yeah, slime) I use my    Cause’ I got packs like T.V. and I got rich nigga problems I got ACT like VV’s and I got hundred round choppas I got Xans and Perkys and I got ACT up in the bottle And my niggas smoke dope, got plenty weed like it’s Nevada   Why the fuck is you tellin’ these niggas , you know that’s a lie Gotta forget you tellin’  nigga I did you wrong, you burin’ that fire And I never be playin’ with these bitches, you always go tell ‘еm, I kill ‘em like “Ba” And you need to be tеllin’ these bitches, I fuck with your girl When they stand, they gon’ fall, yeah , got Chanel on my boot, got Chanel on my brain Hopped out the coupe with some dope in my veins Out the top, I’ma shoot, I’ma blow out the brain I be heariin' 'em talkin', but fuck what they sayin' And I’m straight out the Nawf, but they ain’t in my lane Been stretchin' my money, It’s way outta range I turn up on a bitch who ain't feelin' my pain  Cause’ I got packs like T.V., bitch and I got rich nigga problems I got ACT like VV’s and I got hundred round choppas I got Xans and Perkys and I got ACT up in the bottle And my niggas smoke dope, got plenty weed like it’s Nevada   And you can’t handle me…",7219117,en
Tinquiète pour moi,rap,YUNG POOR ALO,2022,14,,"   Tous mes problèmes s'enchainent si vite Non j’ai plus l'temps pour tes lies Je pense c'est mieux si on s’évite Déjà longtemps qu'on essaye J'crois qu'j'suis mieux quand on est seul Quand mes yous-voy font du sale Je rec, j'ai rien sur la feuille Truc dans l'cello que j'déballe   J’me bute ce soir Viens on s’voit dans 10 ans T'inquiète pour moi J’décroche comme un cerf volant   J'me bute ce soir Viens on s'voit dans 10 ans T'inquiètе pour moi J’décroche comme un cerf volant J'mе bute ce soir Viens on s'voit dans 10 ans T'inquiète pour moi J'décroche comme un cerf volant",7728734,fr
Pissed Me Off,rap,ShoeBox Baby,2022,1334,," (D-D-DJ FMCT) Y'all niggas done pissed me off (For real) I gotta get back on my bullshit (DJ Bandz, oh, man) Uh-huh, what? Come on (Boom) Yeah, come on, slatt, it's 'Box (Boom, boom, boom, boom)   I just heard some shit that done pissed me off (Uh-huh, yeah) Still posting in O'Block, so why y'all posting about that wall (O'Block, uh-huh) Out of town ass niggas, y'all ain't tryna go play ball Go check the score, it's ten to thirty-four  (Uh-huh, damn) Go pick up your main dawg Forgot he dead and gone (Damn, damn, damn) They sent his ass home (Come on) This is not no diss track (Uh-huh), it's just a evil ass song (What? It's 'Box) His lil' homie on my phone like, ""Leave us alone"" (Pussy) Burn 'em green flags, bitch, we in the red zone   Slide for who? Bitch, we slide for Von (Huh? What?) Don't say that shit no more (Von) Foenеm say that they so thirsty (Uh-huh, yeah), they might pop up at his show (Comе on) My old opps click with new opps, them niggas some hoes (Pussy) They just mad 'cause ain't nobody let the GD's in the door (Uh, nah, nah) His BM still got a job, tell her sign to Death Row (Come on) She ain't gotta drop a song, just give us that nigga lo' (Yeah, it's 'Box) I be hot every since I dropped that song called ""4KTroll"" I don't care if you his momma (Damn), everybody gotta go, bitch I spy a new opp ready to get knocked off (Brr, brr, brr, brr) When he get put under, wonder who they calling Top Dawg (Woo) I'm in MIA, bitch (Bitch), riding with my top off (Uh-huh) If that gun ain't jammed (Yeah), he would be dead too (Boom, boom)  I just heard some shit that done pissed me off (Uh-huh, yeah) Still posting in O'Block (Slide, slide), so why y'all posting about that wall (Come on) Out of town ass niggas, y'all ain't tryna go play ball (It's 'Box) Go check the score, it's ten to thirty-four (Yeah, slide) Go pick up your main dawg (Boom, boom, boom) Forgot he dead and gone (Damn) They sent his ass home (Damn) This is not no diss track (Uh-huh), it's just a evil ass song (Come on) His lil' homie on my phone like, ""Leave us alone"" (Pussy) Burn 'em green flags, bitch, we in the red zone   This rap shit like Gangland, you could tell by the beef (Uh-huh, yeah, for sure) Everybody joining teams 'cause we be fucking up the streets (Uh, what? What? What the fuck?) They tryna hide but we tryna seek (Damn) He tried to run, got left in the streets (Boom, boom) It's two things that you can't dodge (Uh-huh) You can't dodge death and can't dodge me (Nah, nah, uh-huh) I be smilling hard when the opps be acting sad (Yeah, damn) Every since they took my brother 'Wop, I be acting bad (Free 'Wop) I don't want no anybody, better bring me the main hand (Come on) This might be my last song 'cause dude be acting like the feds (Damn, he police) Matter fact, this song a act (Uh-huh), I ain't said a known fact (For real) Tell the truth, every lyric that I said was all cap (Uh-huh) Project baby, I'm just tryna make a million off the rap (Yeah, O'Block, O'Block) The hottest block, the hottest rapper right now carrying the 'Raq (Damn, what? It's 'Box)  I just heard some shit that done pissed me off (Uh) Still posting in O'Block, so why y'all posting about that wall (O'Block) Out of town ass niggas, y'all ain't tryna go play ball (Damn, damn, they pussy) Go check the score, it's ten to thirty-four (Uh, uh) Go pick up your main dawg (4KTreyK, bitch) Forgot he dead and gone (Damn), they sent his ass home (Damn) This is not no diss track (Huh? What?), it's just a evil ass song (Come on) His lil' homie on my phone like, ""Leave us alone"" (Come on, yeah, it's 'Box) Burn 'em green flags, bitch, we in the red zone (Slatt, slatt, slatt)   Huh? What? (Huh? What?) Come on (Come on) They done woke up the biggest troll, nigga",7736847,en
Hows Life,rap,Caleborate,2022,218,," How's life, yea (x5)   How’s life? Are you still there, are you still fine? Are you holding back what you feel inside? Is it moving fast, passin you by? Do you need a break, someone else to drive? Do you need a round of shots for everybody? To play the music loud to drown out the silence When I actually tell the truth and don't lie   Haven't called her yet, so I answered quick to give my reply Head about with fear, and I got bruised a little, but I want to fight I been every where, had lovе adjacent, not in my mind Penthouse convеrsations, and business meetings, and shared rides Turn in the days alone, turned into walks, turn into hikes So I read some books, asked for some favors, took your advice I did some shrooms, I killed a monster, he was my pride Now I am probably rambling, but you asked me, and I a’int want to lie How's life, how's life, how's life? Complicated, I simplify, I'm satisfied I'm doing me, I'm not taking orders, like Shopify I'm doing fine   How’s life? Are you all there, are you doing fine? (yea) Are you holding back what you feel inside? (yea) Is it moving fast, passin you by? (yea) Do you need a break, someone else to drive? (yea) Do you need a round of shots for everybody? To play the music loud to drown out the silence",7649655,en
Failsafe,rock,Southwest Hotel,2022,12,,"Get away These car lights on the road Won't be here in another life Moving faster, no control  Keep it running Run yourself dry But it's too late I'm yours tonight  Failsafe These long nights on our own Taking shape as another life Now these car lights make their own  Twisting, turning Around my mind But it's too late I'm gone tonight  Get away These car lights on the road Won't be here in another life Moving faster, no control Keep it running Run yourself dry But it's too late I'm yours tonight",7710242,en
Youre nothing 너 정도 쯤이야,rb,BoomPop,2022,2,,"   별 다를 거 하나 없어 하루가 지겨울 만큼 네 생각할 단 일초도 쓸데없는 시간 낭비일 뿐 넘치는 시간에 영화 한 편 본 담에 눈치 볼 거 없이 밤새 놀다 새 벽에 널 생각 하고 아파하기엔 놀기도  바빠 시간이 모자라   별 다를 거 하나 없어 하루가 지겨울 만큼 네 생각할 단 일초도 쓸데없는 시간 낭비일 뿐  너 정도쯤이야 Ooh-ooh, ooh-ooh 딱 그만큼이야 Ooh-ooh, ooh-ooh 너 정도쯤이야 Oh-oh, oh-oh, oh-oh-oh (Ooh) 쓸데없는 시간 낭비일 뿐   혼자 걷는 것도 생각보다 괜찮아 추운 날 내 옷을 벗어줄 필요 없으니까 이젠 비가와도 한쪽 어깨가 젖질 않아 널 데려다줄 필요도 없잖아   별 다를 거 하나 없어 하루가 지겨울 만큼 네 생각할 단 일초도 쓸데없는 시간 낭비일 뿐   괜찮은 척하지만 아닌 거 너도 알잖아 거울 속에 내 모습은 참 많이 망가졌더라  별 다를 거 하나 없어 하루가 지겨울 만큼 네 생각할 단 일초도 쓸데없는 시간 낭비일 뿐   너 정도쯤이야 Ooh-ooh, ooh-ooh 딱 그만큼이야 Ooh-ooh, ooh-ooh 너 정도쯤이야 Oh-oh, oh-oh, oh-oh-oh (Ooh) 쓸데없는 시간 낭비일 뿐",7700256,ko
Feelin Good Livin Better,rap,IHateJulian,2022,5,," Im feelin good, livin better nigga Lets get this cheddar nigga, Its ONLY UP, cheers to progression nigga Its only us, it ain't no extra niggas They say I couldn't do both, im the exception nigga Prices goin up, a nigga blowin up I got your bitch on my dick and she goin nuts The goals I set for the year, made it in a month And this is facts, check the stats, I ain't gotta stunt Telfar bag for my bitch, it was her birthday (happy birthday) Then I got Dior shoes for her cuz it was Thursday (happy thursday) A fool wit the bread and im a fool with the wordplay I throw some crumbs around because I move where the birds lay Im smooth and I got No Limit like Percy The 9 on me and I move wit God you can't hurt me She go up, down , burpee, shе chocolate like Hershеy Like James im Worthy, I ain't talkin shit you heard me   Im feelin good, livin better nigga Yea, yea, life good, life good Im feelin good, livin better nigga Yea, yea, life good, life good Im feelin good, livin better nigga Yea, life good, life good Im feelin good, livin better nigga Yea, life good, life good Im feelin good, livin better  Just sent Moms to Aruba the other day Then dripped her down in Louis V for Mothers Day We do what we want to fuck what the others say And bitch I dont want you Ima let my brother slay Im like a faucet thats broken, the same ol drip And when we hop in the whip she play my shit Broward County to Dade County a nigga really worldwide The GOAT to you but nigga Im still a sex symbol in your girl eyes Catch me countin them racks up or catch me between your girl thighs Im hittin her from the back nigga no cap I leave her paralyzed She rollin like a pair of dice, one weekend with me in paradise Im OT with OG we lowkey comparing ice 777 nigga I hit the Jackpot I got em hooked now they feenin for the crack rock Im like a sweater in the summer nigga, yea im that hot My team winning man, you niggas mascots   Im feelin good, livin better nigga Yea, yea, life good, life good Im feelin good, livin better nigga Yea, yea, life good, life good Im feelin good, livin better nigga Yea, life good, life good Im feelin good, livin better nigga Yea, life good, life good Im feelin good, livin better",7590872,en
Freakshow,rap,MS2013,2022,2,," Who you tryna be cause you can't be me Who you tryna beat cause you can't beat me Listening to SESH while I'm counting the checks Don't care 'bout money, don't care 'bout sex Take what I need, you can have the rest When I'm around you know it's best not to Freak out, cause I'm a freak now Yuh, yuh Long haired bitch looking for his witch Never trading PC for a Switch, fucking casual   Boy he a freakshow Coughing up dough, yeah Boy he a freakshow Coughing up dough, yeah",7610019,en
Text,rap,Alireza JJ,2022,1102,"Radochi,Ayzun", آخه دلت برام تنگ میشه وقتی آخرِ شب میشه بخوابه حتی کسی پیشت کی واست مثِ من میشه؟   تکس دادی میس یو شب تولدم بدون داغونم منم خودم دارم پیر میشم توهمم نمی‌خواستم هیچ‌کیو دعوت کنم یه کودک سی و شیش ساله که ذوق می‌کنه با یه میس‌کالت خندتو دوست دارم حتی بیست بارش مثل دماغت طبیعیه نکن هیچ کارش همش درگیر اضطرابی بیبی چرا دنبال اشتباه و عیبی؟ کص‌خار اختلاف سنی آیندتو انتخابت حیف نی؟ Give Up نمی‌کنم زندگی رو چون مچیم مثه شیر و تیتاپ دوستی‌مون همه چی رو می‌داد فیم، عشق، موزیک، دیگه چیو می‌خواد؟ شاید من کسخلم و کور ولی ننداختی هنو گُلمو دور منم دلم نمیاد ولت کنم یه شب که نی عاشقت شدم هیجده ماهه آن و آفیم هم سردیم هم گردیم فاز کافی نمی‌خوای کار ریسکی و قمار ولی جی نمی‌زنه در هیشکیو دو بار  آخه دلت برام تنگ میشه وقتی آخرِ شب میشه بخوابه حتی کسی پیشت کی واست مثِ من میشه؟ مثِ من میشه؟   از دوستت گرفتی شمارمو گفتی فنم، نمی‌شناسی شما منو عکس فرستادی، گفتم خودش نی عمرا دختر به این خوشگلی تو عُمرم ندیده بودم جایی تیپ فانکی سلیقه خوبم داری شهریور غریبه بودم پاریس مِهر گفتی همیشه دوستم داری سریع تکونم دادی تهران رفتیم دیت اول نداشتیم اصلاً هیت و کَل‌کَل چیل‌میل توی بالکن شبا لازم نبود کاندوم دراد چشمات عین کارتون، لبات نرم نوشتم یه آلبوم برات یه چیزی قایم می‌کردی اَ پیشم زود دائم می‌رفتی خسته شدم اَ دروغامون برنامه‌های اروپامون جنوب فرانسه غروب با اون چمدون رای فرودگامون دیگه من برات جی نیستم و شیر نمی‌کنم پلی لیستمو بازی کردی واقعاً باهام دیگه صدامو می‌شنوی توی آهنگام  آخه دلت برام تنگ میشه وقتی آخرِ شب میشه بخوابه حتی کسی پیشت کی واست مثِ من میشه؟   بازم دلت برام تنگ میشه (تنگ میشه) اگه نبودم هر شب پیشت (شب پیشت) نگو همه روزا رفت دیگه منو نکن انقد تهدید هی هـــی نمی‌خوامت و این رابطه‌ هم تموم بیدارمو باتلَم پهلوم گرم می‌کنتت الان جای من پتو تو مال من نیستی، تو راه من نمون هرچی قول دادی تو یاد من نموند هر کاری کردی و تو خاطرت نگو این رابطه هم تموم و جای من نبود پَ هر چی هست میشه روزای بد تموم شیک بشین، لین بریز هی باز چیل بشین، فیکس بریم بیب لاین نصف شب سِر بشم هی برف اونکه تو می‌خوای نیستم من انگار تو یکیو می‌خوای که باهاته تا ته‌ش من اون پسر بدم که داره باهات فرق دورم خایه‌مالا جمع واسه کارای باحالم اصلاً معلوم بود از اول نداشت راه ما ته  میون سرگردونی روزا می‌کشم دست جای همه‌ی بوسا می‌برم از یادم همه‌ی حرفاتو حواسم حیف فقط می‌پیچه هرجا می‌دونم سخت بوده برا تو اما می‌تونی نشکنی دلمو هر بار شدم اون آدمی که دیوار می‌کنه پشتمو خالی یه وقتا   آخه دلت برام تنگ میشه وقتی آخرِ شب میشه بخوابه حتی کسی پیشت کی واست مثِ من میشه؟ می‌دونم دلم تنگ میشه اگه نبودم هر شب پیشت نگو همه روزا رفت دیگه انقد نکن منو تهدید هی,7772675,fa
뻔뻔 Fun Fun,rap,ZENE THE ZILLA (  ),2022,51,"ZENE THE ZILLA (제네 더 질라),Rakon","   내 가슴팍에 걔가 남긴 자국이 두 개 yeah 걔 가슴팍에 내가 남긴 자국도 두 개 클럽에서 저 아저씨가 꼬시던 여잔 내 어제의 fuck buddy 그게 뭐 어쨌다고 어차피 난 다시 돌아가 뻔뻔히   넌 내 미래가 불투명하다면서 걱정해 야 괜한 걱정은 말어 난 해내 번번이 Ayy, 내게 말해 넌 돈을 너무 헤프게 써 But, green still comin' through What's happenin', so? 부탁인데 나를 가만 좀 냅두겠어? 난 잘하고 있으니 좀 내 품에서 아침을 맞이한 게 뭔 대수야, hey 야 내가 널 사랑한다니 뭔 개소리야, hey 내 사랑은 오직 가족과 성공인데 너가 방금 한 말은 좀 어이없지 임마 난 어질어질 너가 싫어할 걸 피고 싫어할 걸 sip I don't care 'bout what you feelin'  내 가슴팍에 걔가 남긴 자국이 두 개, yeah 걔 가슴팍에 내가 남긴 자국도 두 개 클럽에서 저 아저씨가 꼬시던 여잔 내 어제의 fuck buddy 그게 뭐 어쨌다고 어차피 난 다시 돌아가 뻔뻔히   요즘에 뭔 사랑을 해 겁 없이 새벽에 전환 취해갖고 걸었지 그냥 올까 싶던거지 너가 말은 참 쉽지만 책임은 어렵지 어렸구나 사랑을 말하다니 넘 컸나 봐 별로 없잖아 할 말이 사실 알고 싶지 않아 니 기분 그냥 내가 미안하지 I'm just, I'm just saying 멀리서 보면 너나 나나 똑같애 우리 동네 올 일 있음 전화해 버정까지는 내가 데리러 갈게 야 나 지금 멀쩡해 너는 이게 뭐가 뻔뻔해 야 나 지금 멀쩡해 너는 이게 뭐가 뻔뻔해   내 가슴팍에 걔가 남긴 자국이 두 개, yeah 걔 가슴팍에 내가 남긴 자국도 두 개 클럽에서 저 아저씨가 꼬시던 여잔 내 어제의 fuck buddy 그게 뭐 어쨌다고 어차피 난 다시 돌아가 뻔뻔히",7779992,ko
Erased / Lifestyle,rap,TheHxliday,2022,10,," Uh I ain't scared of nobody so I never got my chain tucked If I step on a n* shoe, he won't do a thing about it He a little bitty bitch n*, don't know nothin' 'bout action These bitches, they passin' out fake love, these hoes wanna be famous And we could erase you, if you try to erase us I like colored tattoos, I told you my name, yeah So who could you blame? Yeah These feels, they feelin' painted It feel like I ain't been the same, I'm someone else, yeah   Not gonna liе, I miss my old ways 'Cause I used to get high and forgеt the small things And I remember the feeling of having the prescriptions It's like a whole lifestyle that I've been ditchin' Now I move like I got manners It feel like I been the man of Been the man inside the middle They telling me instrumental I got these diamonds on my neck so they thinkin' that I'm a dancer And now she movin' in a way that I ain't ever seen her I got a right for every wrong but bae, oh I'm a sinner She couldn't aim for my heart but she aimed for the center So she could watch me bleed out 'til my lifeline thinner And if she give me her love tonight, there ain't no winner It's fun times, but my feelings in the winter",7841476,en
LCDLC,rap,Tasoeur,2022,10,,"Seul dans la night J'vois la Tour Eiffel J'rentre chez moi J'en parle sur FL Dans les faits Tu me fais d'l'effet J'écoute du Lofi J'cries sous Fruity Love  Toi moi t'façon c'était die depuis le départ Fruit d'la passion curaçao Un p'tit coup d'un soir Fruit du démon, tu te noies dans une mer d'espoir T'as dis fuyons mais t'sais pas que j'suis loin déjà  J'baraude dans l'desert 'Vec ma paire de nike air Petite chemise ouverte J'lui ai mise à l'envers Le coup d'la cigarette Ouai j'ai rеmis l'couvert J'baraude dans l'desеrt 'Vec ma paire de nike air Petite chemise ouverte J'lui ai mise à l'envers Le coup d'la cigarette Ouai j'ai remis l'couvert Pour monter j'ai pris les escaliers J'pourrai pas t'renvoyer l'ascenseur Jusqu'à maint'nant c'était les chaussures Bientôt ça s'ra le chauffeur J'sais pas vraiment si ça bosse dur Mets l'redbull dans l'verre doseur J'sais pas vraiment si ça bosse sur Week-end sur la Côte d'Azur  Et j'me barre Ba-ba-barre J'en ai marre Ma-ma-marre Seul au bar Ba-ba-bar Sale histoire Sale histoire Et j'me barre Et j'me barre J'en ai marre J'en ai marre Seul au bar Seul Sale histoire Salopard La miss elle voulait qu'j'la branche À base de p'tit week-end en Provence Mais là elle d'vient trop collante J'crois que j'vais prendre la tangente  J'baraude dans l'desert 'Vec ma paire de nike air Petite chemise ouverte J'lui ai mise à l'envers Le coup d'la cigarette Ouai j'ai remis l'couvert J'baraude dans l'desert 'Vec ma paire de nike air Petite chemise ouverte J'lui ai mise à l'envers Le coup d'la cigarette Ouai j'ai remis l'couvert  Ouai j'ai remis l'couvert Vase de Pandore j'fais sauter l'couvercle La cover une grosse tête un p'tit corps tout vert J'suis un alien, un extraterrestre Tu m'regardes tu sais pas quoi t'dire J'te regarde j'me dis qu'il y a pire Et j'démarre P'tite ballade solo la nuit J'rêve qu'on s'barre dans l'Illinois Ton minois tes p'tites manières Dans l'manoir ta petite voix Dès le matin tu m'appelles Mais faut croire qu'j'suis déjà loin C'est en roulant qu'j'me rappelle Un désert, une route six voix J'baraude dans l'desert 'Vec ma paire de nike air Petite chemise ouverte J'lui ai mise à l'envers Le coup d'la cigarette Ouai j'ai remis l'couvert J'baraude dans l'desert 'Vec ma paire de nike air Petite chemise ouverte J'lui ai mise à l'envers Le coup d'la cigarette Ouai j'ai remis l'couvert",7699207,fr
サテライト Satellite,rap,SHO-SENSEI!!,2022,117,,  つまんないから消すテレビ 電気を消して目をつむる 君を抱きしめる二度と離さないみたいに  落ちてく落ちてく君だって。 落ちてく落ちてく同じだって。 僕はずるい人でしかない さよならができないよ。 (SHO 愛してる)  永遠があるならば教えて神様 要らないことばっかある世界が僕はきらい 全部が全部うまくいくように なんて僕はうまく言えない 少し弱虫で泣き虫 強がりがよくお似合い すごく寒い日だった。 僕よりダウンが似合ってる。 僕はすぐ東京ドームで歌う。君は特等席で。 夢って叶うのかな。 すごい速さで星が空を駆けた 「あれは人工衛星だよ。」って言う 君の横顔しか見ていなかったよ 綺麗で壊れそうな記憶  どうか1度だけ確かめさせて 君の心の中、僕の心の中 合わさる日なんてもう無いかな 待ち合わせ場所にあった時計 今でも同じ速度で進む 君も同じ速度進んでる 僕もそうさ、本当にそうさ  つまんないから消すテレビ 電気を消して目をつむる 君を抱きしめる二度と離さないみたいに  落ちてく落ちてく君だって。 落ちてく落ちてく同じだって。 僕はずるい人でしかない さよならができないよ 夢って叶うのかな。 すごい速さで星が空を駆けた 「あれは人工衛星だよ。」って言う 君の横顔しか見ていなかったよ 綺麗で壊れそうな記憶 夢って叶うのかな。 すごい速さで星が空を駆けた 「あれは人工衛星だよ。」って言う 君の横顔しか見ていなかったよ 綺麗で壊れそうな記憶,7778212,ja
Polish Dream,rap,T.W.R.,2022,6,,Kupuje w aptece na recepte thiocodin Moj ulubiony plyn to polish lean Porobilem sie nim jak sam skurwysyn Suko polisz mi albo splyn Wracam z kilogramem koksu z medellin To polski sen czyli polish dream  To dziki wschod Polskie brudasy with atitude Temat jest tu Prosty w chuj Dojebany drip drip bratku Ze brak slow Z la costy tracksuit Niema to tam to Pale baty jak buju banton Zbieram gruby banknot Moje miasto to bankok Na sniadanko na stole wegorz mango Ile poszlo na gucci kurtke w chuju mam to Lamusy si patrza co to za dobra fura mi to lata Kolo piora ze mna dobra maniura W chuju mam to LAmusy si patrza co to za dobra fura Za kierwonica murzyn nazywamy go bambo Kupuje w aptece na recepte thiocodin Moj ulubiony plyn to polish lean Porobilem sie nim jak sam skurwysyn Suko polisz mi albo splyn Wracam z kilogramem koksu z medellin To polski sen czyli polish dream   Popatrz na zegarek Rolex na dwoch nadgarstkach TWR ekipa koles To nasz czas nastal Dawaj hajs nam Bo zyje sie tylko raz ha Dawaj hajs nam Chcemy go miec do woli w brut Taka z ciebie gwiazda Z duzego miasta Ale to nie hollywood Jestes zwykly fake gangsta Strzelasz na fejsbooku z palca Zaden z ciebie hustla Do kogo ta gadka basta Wykurwie ci  lapsa Raz dwa Spuchniesz na maxa na maxa Tylko nie wyjebaj  mnie na psach Nie wyjebaj  mnie na psach Tylko nie wyjebaj  mnie na psach Nie wyjebaj  mnie na psach Kupuje w aptece na recepte thiocodin Moj ulubiony plyn to polish lean Porobilem sie nim jak sam skurwysyn Suko polisz mi albo splyn Wracam z kilogramem koksu z medellin To polski sen czyli polish dream,7864545,pl
