title,tag,artist,year,views,features,lyrics,id,language,image_url
Interlude Crawled Out of the Sea,pop,Laura Marling,2008,543,,"
Oh, you crawled out of the sea
Straight into my arms
Straight into my arms
Oh, you crawled out of the sea
Straight into my arms
Straight into my arms
Oh, you crawled out of the sea
Straight into my arms
Straight into my arms
Oh, you crawled out of the sea
Straight into my arms
Straight into my arms",1183530,en,https://images.genius.com/44613e91deb82ca72289b5fc0a2d4c09.1000x1000x1.jpg
A Fade To Grey,rock,Davy's Grey,2009,163,Davy's Grey,"Take a look outside the reaches of your home
Try to find the words to say that you are old
All in all the time has come, they’re taking you away
Life goes on, delirium, a fade to grey

Was it a night to remember
Is it alright to remember

You got it
You got it wrong baby wrong
You got it
You got it wrong baby wrong

You wake up in the dark, a pool of your own sweat
Funny afterthought yet filled with fear and dread
All in all the time has come, they’re taking you away
Major Tom, helmet on, a fade to grey

Was it a night to remember
Is it alright to remember
You got it
You got it wrong baby wrong
You got it
You got it wrong baby wrong

Life’s gone to the breeze a wasteful waking cup
You think it’s make believe I’m making this shit up
All in all the time has come, they’re taking you away
All you wanted was another day

Was it a night to remember
Is it alright to remember

You got it
You got it wrong baby wrong
You got it
You got it wrong baby wrong",5722569,en,https://images.genius.com/4c945bda45020c995bea076e87b24932.600x600x1.jpg
Only Way to Fly,country,Charlie Worsham,2017,211,,"That boy is baggage, draggin' you down
Shoulda left him in the lost and found
Solo so long, you're lonely now

You're jonesing for a piece of open sky
A little bit of runway shy
It's high time you kissed gravity goodbye

By the seat of your blue jeans
On the wings of a big dream
Leavin' them smoke rings and the clouds behind
Your co-pilot is your heart of gold
Watch the world disappear below
Come on baby, don't you know?
That's the only way to fly

A leap a faith and gonna launch yourself
Pick a star right off the shelf
You'll be over the moon by sunrise

A tailwind and a little grace
Will get you all the way to outer space
So mission control it's T-minus ten, nine, eight
By the seat of your blue jeans
On the wings of a big dream
Leavin' them smoke rings and the clouds behind
Your co-pilot is your heart of gold
Watch the world disappear below
Come on baby, don't you know?
Oh, that's the only way to fly

By the seat of your blue jeans
On the wings of a big dream
Leavin' them smoke rings and the clouds behind
Your co-pilot is your heart of gold
Watch the world disappear below
Come on baby, don't you know?
Yeah, that's the only way to fly
Yeah, that's the only way to fly, fly, fly, yeah",3151126,en,https://images.genius.com/57b1e28676d2d1ea445e68572d64c65d.1000x1000x1.jpg
City Of Cold,rock,Raised Fist,2009,870,,"
We live in the city of cold
And even though i have to admit
That sometimes we love to spit on it
But i would take a million bullets for it
The centre of this story
And when I quit, to commit to the pit
And when I've stopped to transmit
Bury me in a hole under my favorite tree
Wait a bit, say goodbye
Put a fucking lid on it and split

We live in the city of cold
Strangely enough we're proud of it
When at home burning the flag
When away living in a bag
Getting mad, feeling sad
City of cold


On with the shoeshine
Stepping on those fucking toes
Now and forever
On with the shoeshine
Stepping on those fucking toes
Now and forever
The city of cold where you can't grow old

And when I quit to commit to the pit
And when I've stopped to transmit
Bury me in a fucking hole
Wait a bit, say goodbye and off you go

We live in the city of snow
So small and cold
Five hundred years old
No stories untold
No one is in control
Sounds cute I know
Small city with snow, one street, no flow
And even though I mostly hate the snow
Now and forever
It 's better then hating people I don't even know


On with the shoeshine
Stepping on those fucking toes
Now and forever
On with the shoeshine
Stepping on those fucking toes
Now and forever
The city of cold where you can't grow old

And even though I mostly hate the snow
(Now and forever)
It 's better then hating people I don't even know
(Now and forever)
And even if you want your own fame to grow
(Now and forever)
I wouldn't talk shit about people i don't even know
(Now and forever)


This is the city of cold
(Now and forever)
This is the city where you can't grow old
This is the city of cold
(Now and forever)
This is the city where you can't grow old",1647051,en,https://images.genius.com/46a0b565d231b9aad3b5093f9e182cc7.987x1000x1.jpg
Wounded Pride,pop,Malrun,2010,3,,"Been absent for so long
Though appearing awake
Someone says I belong
But it’s all the same to me

It’s too late to turn the tide
It’s too late for wounded pride
Somehow I only make it through
When I’m with you
I know that too

I’ve been staring at a candle, ‘till it stings my eyes
Somehow the pain seems comforting
Tomorrow’s more than I can handle. Goddamn tired
Guess on the way down we really see ourselves

It’s too late to turn the tide
It’s too late for wounded pride
Somehow I only make it through
When I’m with you
I know that
Don’t know how to makе amends
Don’t know where to bеgin
All the shit we said is hard to take back now
Committed every known offence
While we lost something precious within
Too damn proud to reach out",7276192,en,https://images.genius.com/726b53506409be553f753f9ffe70a458.600x600x1.png
Give My Life for Love,rock,Foreigner,2017,1974,,"
Born into a perfect world
The best of everything
Innocent and unaware
What destiny would bring
One foot in the darkness
Still reachin' for the light
But I can't find my way
I can't find my way


I could see in every dream
The fate would lead to this
A connection I have finally found
With just a single kiss
Knowing you're the only one
I don't wanna live without
Is all that matters now
It's all that matters now


I'd give my life for love
I'd give my heart away
And if that's not enough
I'd find another way
I'd take it to the end
To somewhere high above
And in my dire end
Oh, if no regrets
I'd give my life for love

I was just a lonely one
Then you took my hand
Led me to another place
Where we could start again
And now I'm on the other side
I've finally found the truth
That I was lookin' for
Now and forever more
Hey, oh


I'd give my life for love
I'd give my heart away
And if that's not enough
I'd find another way
I'd take it to the end
To somewhere high above
And in my dire end
Oh, if no regrets
I'd give my life for love




I'd give my life for love
I'd give my heart away
And if that's not enough
I'd find another way
I'd take it to the end
To somewhere high above
And in my dire end
Oh, if no regrets
I'd give my life for love
Oh, I'd give my life for love",3101327,en,https://images.genius.com/5cbcacf0920542e8d8ac16ac3822a2b3.1000x1000x1.jpg
Oranges,rock,Destruction Upon Us,2015,4,,"I offered you my hand
For exchange of your life
The reckoning is slowly eating me away
Just run as fast as you can
Don't ever look back on what I've become
In your mind everything seems to make sense
In reality you're painting on an empty canvas

I stand for what I believe in
Restoring faith for the shattered mind
Healing those who've been condemned
Holding onto everything I've got
I'm never going down without a fight

This is a sign of a new beginning
Where all the traits are left to be burned
Just sit back and wait
With the road you've paved for yourself
You make it hard to concur

I am strong because I know my weaknesses
I am fearless because I recognize illusions from reality
All may contain evil in the eyes
Holding our heads up high
We are nowhere near the end",2436098,en,https://assets.genius.com/images/default_cover_image.png?1697817458
Artificial,rap,Nick Aiello,2018,11,,"Verse 1 (Nick Aiello)
So put yo hands up in the sky
If you just wanna get high
To escape from life man you just livin your life
Tryna put up with the damage
Man you couldn't even imagine
All the crazy shit that's happened
Can't see through my eyes
All these homies think they know me
All you suckas actin phony
Fuck everyone of you phonies
Don't hit my line
All you tryna act official
Man these games so artificial
And it's sickening
Man i'm telling you somethings a little fishy
Spitting all these bars going hard its been hard
Since I stopped sipping alcohol and popping all them fuckin bars
Smokin backwoods to the neck just to keep myself in check
I hit myself in the chest it's been so hard
Snap back to reality Half of you people doubted me
Hated to be around a G now they peaking around to see
Exactly what I found in me
Hook (Nick Aiello)
All you tryna act official
Man this games so artificial
And it's sickening
Man I'm telling you somethings a little fishy
All you tryna act official
This games so artificial
It's sickening
I'm telling you somethings a little fishy

Verse 2 (Nick Aiello)
I swear that no one listen
I see her eyes and they glisten
Illuminating and full of bliss
We smoking on that Cannabis
Ignorance with the cancer sticks
Spiritual and Enlightened kids
Smoke with me get enlightened shit
Said I been on my way
And It's been a long way
But i been on my way
Get the fuck up out my way
Get the fuck up out my face
Let me put you in your place
And give you a little taste
Tell her I don't know me
And you don't know you
But i got 20 Dollar eights
So I said hit me for the Joog
And she said alright than its good ha
Its good
Hook (Nick Aiello)
All you tryna act official
Man this games so artificial
And it's sickening
Man I'm telling you somethings a little fishy
All you tryna act official
This games so artificial
It's sickening
I'm telling you somethings a little fishy",3725462,en,https://images.genius.com/b27baedb9c67d4640e6bb8d3f9aee567.1000x1000x1.jpg
Mob Out,rap,Younggxd,2019,47,,"Iced out chains, ride the mob out like its gang, feed the tiger make it tame, feed the village make it rain, convertible top let it bang, while the beat runs through my veins, rings white like cocaine but golden rings make me sain
Iced out chains, ride the mob out like its gang, feed the tiger make it tame, feed the village make it rain, convertible top let it bang, while the beat runs through my veins, rings white like cocaine but golden rings make me sain
Doing coke no cocacola, I be sippin on corona, I was thinkin bitch come over, don’t come over when your sober no Toyota only cobra I be making you do yoga, when you turn your shoulder smile for the fuckin joker

Fiji water fish, Fiji water fish, iced out neck and iced out wrist

Iced out chains, ride the mob out like its gang, feed the tiger make it tame, feed the village make it rain, convertible top let it bang, while the beat runs through my veins, rings white like cocaine but golden rings make me sain
Iced out chains, ride the mob out like its gang, feed the tiger make it tame, feed the village make it rain, convertible top let it bang, while the beat runs through my veins, rings white like cocaine but golden rings make me sain
Doing coke no cocacola, I be sippin on corona, I was thinkin bitch come over, don’t come over when your sober no Toyota only cobra I be making you do yoga, when you turn your shoulder smile for the fuckin joker",4444210,en,https://assets.genius.com/images/default_cover_image.png?1697817458
​cor,pop,TR/ST,2019,2199,,"Into the line
Lost in cor/gold/none
And for end of nothing
And no instant?
Lost in cor/gold/none
Give me love and no end?
And no in ???
Lost in cor/gold/none
Give me love and no end?

You stole the clouds
You stole the clouds
You stole the clouds
You stole the clouds
You stole
You stole
Hand over right end/and
Hand over, hand over
You stole the climb/client?",4725229,en,https://images.genius.com/f2095b9ce635b3ed35829b3942b7ad36.640x640x1.jpg
Groovin on a sunday afternoon,pop,Fattburger,2015,115,,"Groovin' On a Sunday afternoon
Really couldn't get away too soon
I can't imagine anything that's better
The World is Ours
Whenever We're together
There ain't a place
I'd like to be instead of

Movin', Down a crowded avenue
Doing, Anything We like to do
There's always lots of things
That We can see
You can be anyone We like to be
All those happy people We could meet
Just Groovin', On a Sunday afternoon
Really, Couldn't get away too soon

We'll keep on spending
Sunny days this way
We're gonna talk
And laugh our time away
I feel it coming closer day by day
Life would be ecstasy
You And Me Endlessly
Groovin' On a Sunday Afternoon
Really couldn't get away to soon
No, No, No, No
Groovin'
Groovin'",2099569,en,https://assets.genius.com/images/default_cover_image.png?1697817458
Forget You,rock,Half Japanese,2021,2,,"Bad love
Made me crazy
I'm crazier than a fuck
I'm crazier than Van Gogh
I might cut off my ear
And send it to you
And that's not all I might do
I might get a new girlfriend
And forget you",6793644,en,https://images.genius.com/a31901cb14fb4f022006e11d222bc8b5.315x315x1.jpg
Stone free - live at berkeley - 2nd show 10pm,pop,Jimi Hendrix,2015,23,,"Every day in the week I'm in a different city
If I stay too long people try to pull me down
They talk about me like a dog
Talkin' about the clothes I wear
But they don't realize they're the ones who's square

Hey!
And that's why
You can't hold me down
I don't want to be down
I gotta move
Hey

Stone free do what I please
Stone free to ride the breeze
Stone free I can't stay
I got to got to got to get away

Alright
Listen to this baby
A woman here a woman there try to keep me in a plastic cage
But they don't realize it's so easy to break
Oh, but sometimes I get--ha
I can feel my heart kind of runnin' hot
That's when I've got to move before I get caught

And that's why
Listen to me baby, you can't hold me down
I don't want to be tied down
I gotta be free
Ow!

I said
Stone free do what I please
Stone free to ride the breeze
Stone free I can't stay
Got to got to got to get away
Yeah, ow!
Turn me loose baby

Yeah!
Stone free to ride on the breeze
Stone free do what I please
Stone free I can't stay
Stone free got to got to get away
Stone free I'm gonna leave right now
Stone free don't try to hold me back baby
Stone free I'm movin' on down the highway, yeah
Stone free got to got to got to got to
Stone free bye bye baby
Stone free",1948057,en,https://assets.genius.com/images/default_cover_image.png?1697817458
Lot More,rock,Portishead,1995,386,,"To pretend no one can find
The fallacies of morning rose
Forbidden fruit, hidden eyes
Courtesies that I despise in me
Take a ride, take a shot now
Cause nobody loves me, it's true
Not like you do

Covered by the blind belief
That fantasies of sinful screens
Bear the facts, assume the dye
End the vows no need to lie, enjoy
Take a ride, take a shot now
Cause nobody loves me, it's true
Not like you do

Who am I, what and why
Cause all I have left is my memories of yesterday
Ohh these sour times
Cause nobody loves me, it's true
Not like you do
After time, the bitter taste
Of innocence, descent or race
Scattered seeds, buried lives
Mysteries of our disguise revolve
Circumstance will decide

Cause nobody loves me, it's true
Not like you
Nobody loves me, it's true
Not like you do",1018513,en,https://images.genius.com/68c1b0d876ecc5d96dde29acab4d62be.1000x1000x1.png
The Moment I Feared,rap,Slick Rick,1988,13538,,"
Well I'm sittin on my lunch break, grinnin my teeth (my teeth)
It's the last day of the week, boy what a relief (relief)
My muscles kind of ache, they felt rigid and stiff
So I looked around, and I smoked this big fat spliff
Now I'm happy as can be I'm in this pothead spell
I put some Visine in my eyes so that no one can tell
It's 12:55 almost time for the bell
Put the breathmints in the mouth so that the mouth don't smell
Now back on the job, I don't bother no one
I keep strictly to myself and all my work gets done
Now the job's finally over it's time to have fun
And I'm hangin out with Trevor there's a kid named John
Got real drunker than a skunk and happy as can be
We went, to the Latin Quarters and we got in free
Scoopin all the girls like nuttin with my truck jewelry
Cause I'mma fly brown brother and you can't school me
Boogie Down was performin hey they ain't no joke
And a bunch of Brooklyn kids was lookin all down my throat
Was it my big chains with the big plates on em?
Then they rolled on me and told me to run em

This was the moment I feared...
""Hey yo homeboy take off your chains man
Bout to hurt you real fuckin bad, I'm gonna fuck you up""
This was the moment I feared...
""Yo what's the matter stupid? Take the shits off man!
The fuck is up?""


I said, ""They're really not real, they're just a front for the girls""
Then a whole bunch of furious fists caved my world
I was in pain, so ashamed, I wish I had not came
Had to kindly pick up my face and then ride home on the train, then
I went to an open store that's where I bought me a quart
Then I went to the park, and I sat and I thought
I seen Danny Boy though he's with his girl named Sarah
In one of his cars, I think this one's a Riviera
She calls out to me, but, I really couldn't hear her
So I went just a little bit closer so I'd hear a little clearer
She said, ""I need Veronica Place that's right near Tilden""
I said, ""I know where that's at cause that's right next to my building""
I gave em the information and they went on their way
I went home, and there I slept til almost three the next day
Then someone knocked on my door, I opened up, no quit!
It was Sarah with some magazines and a band-aid kit
She tried to use me and seduce me and at first I wasn't with it
Then we did it and we did it and we did it and WE DID IT
She said it was great, she said she's glad we had done it
The elevator came and Danny Boy was on it

This was the moment I feared...
""Hey yo what the fuck's goin on here?
What you doin to my girl homeboy?""
This was the moment I feared...
""Oh I just KNOW y'all didn't just finish fuckin
I just KNOW y'all ain't just finish fuckin""


Well he was huffin and puffin and he swung at me -- word
So I pulled out my jammy and I silenced the nerd
Then he was dead two in the head I took the cash and the Visa's
She said, ""Don't worry about a thing just make sure nobody sees us""
We went back to her apartment, there was blow in the freezers
She said, ""We're rich we're rich we can have whatever will please us""
Now I don't hang with no one who ain't good for my health
So I put the sugarhead out and I went for self
Now I was rich as I was rich I could have whatever would please me
Now I could wear real gold in front of folks that would tease me
Yah me, I'll be a new neighborhood dad
Cats'll roll up on me screamin, ""Yo Rick my man!!""
I guess I was too fly word up I'm sorry to say
Ya see a cop rolled up on me and told me, ""Make my day""
I said, ""Relax brother,"" but he had proof that I had done it
Yep, he had poor Sarah's underwear with my fingerprints all on it
This was the rise and fall of my fast lane style
And I was the main event on the TV for a while
But now I'm in jail doin life and I'm scared
Some kids snuffed me cold and greased me where no one dared

This was the moment I feared...
""Turn around nigga (HAHAHAHA)
Spread your cheeks""
This was the moment I feared...
""UHH, AOWWHWHWAA! STOP STOP! AHAOWWHAHAOOHO""",42714,en,https://images.genius.com/c3f99d6b4a5a92d734705085cf38ede5.1000x1000x1.png
COUNT ON U,pop,Magsy,2020,723,,"
Loving me can be so painful
Don't I know it, yeah
Promise you that I'm still grateful
When I don't show it


Cause you switch it up for me when I get anxious
Slow it down for me when I'm impatient
Shine a light on me when I get jaded
When I'm all in my head and there's no one else


You're always there when I'm needing you
And even at my lowest I know it's true
After all the late nights that we've been through
I can always count on you, you, baby

I can always count on
I can always count on
I can always count on you, you baby

Just like my mama you're an angel
And you know it, yeah
Causе either way my heart is tanglеd
You pull me through it


Cause you switch it up for me when I get anxious
Slow it down for me when I'm impatient
Shine a light on me when I get jaded
When I'm all in my head and there's no one else


You're always there when I'm needing you
And even at my lowest I know it's true
After all the late nights that we've been through
I can always count on you, you, baby

I can always count on
I can always count on
I can always count on you, you baby

Cause you switch it up for me when I get anxious
Slow it down for me when I'm impatient
Shine a light on me when I get jaded
When I'm all in my head and there's no one else

You're always there when I'm needing you
And even at my lowest I know it's true
After all the late nights that we've been through
I can always count on you, you, baby

I can always count on
I can always count on
I can always count on you, you baby",6218253,en,https://images.genius.com/bca20a2f6dc84e9ba5d6edba45d2f0bd.1000x1000x1.jpg
MONOLITH Phase 2: So Below,rock,ADAM WOLFPACK,2020,24,,"Where were you when I needed you
Through the cracks you would arrive
Waiting for a Sun that never comes
Where were you
No reply

Nothing ever ends
What rises will descend
And fade into the darkest night
Until it shines again
Awaiting your return
A shadow in the dying light

Spiraling into retrograde
Movement’s skewed
Sinking down
The white horse runs
Across the razor blade
Where are you
You make no sound
Nothing ever ends
What rises will descend
And fade into the darkest night
Until it shines again
Awaiting your return
A shadow in the dying light
Goodbye",6204811,en,https://images.genius.com/fbc4d42bba4fd508fe2108b4ec498c1a.700x700x1.jpg
H.I.N.P - Rumor English Translation,pop,Genius English Translations,2018,23839,,"
You are toxic, sink into me
I'm dizzy because of you
And I fall for you again
I can't do anyting else
Ooh, na-na-na
When we lock eyes
I can't hear anything around me
I want to trust only you
Ooh, na-na-na


Burn all the rumors
Don't stop me, I'm fearless running towards you
This useless rumors rumors rumors
I close my ears and you
Believe at least one of this boy


How should I look at you now?
Tell me, don't hide feelings, baby
Can you give me your heart?
Tell me
You say that everything is gonna be alright

So, say it to me again
Rumor, rumor, rumor
Gossip, gossip, gossip
Rumor, rumor, rumor
You said you love me
So, say it to me again
Rumor, rumor, rumor
Gossip, gossip, gossip
Rumor, rumor, rumor
You said that everything is gonna be alright
So, say it to me again


I don't want to believe everything I hear
But why am I avoiding your calls
Love is a sweet lie, da-ra-ta-ta-ta
Look at my eyes, ah-ah
I suffer because of you, baby


I can't refuse you and you destroy me
I'm tired of everything, I don't wanna hear no more
Why do you disturb my mind?
I just hate everything
Be honest and look at me
I'm completely fall for you
Please don't say that everything is alright
Because of my attempts to avoid you

So, say it to me again
Rumor, rumor, rumor
Gossip, gossip, gossip
Rumor, rumor, rumor
You said you love me
So, say it to me again
Rumor, rumor, rumor
Gossip, gossip, gossip
Rumor, rumor, rumor
You said that everything is gonna be alright
So, say it to me again


Love is blind, now I'm blind
Love is blind, now I'm blind
Hurry tell me something, I won't be able to listen to you anymore
I trapped inside of you, as if i stop breathing


How should I look at you now? (Baby)
Tell me, don't hide feelings, baby
Can you give me your heart?
Tell me
You say that everything is gonna be alright

So, say it to me again
Rumor, rumor, rumor
Gossip, gossip, gossip
Rumor, rumor, rumor
You said you love me
So, say it to me again
Rumor, rumor, rumor
Gossip, gossip, gossip
Rumor, rumor, rumor
You said that everything is gonna be alright
So, say it to me again",3905666,en,https://images.genius.com/010e616e6c255ccdcedc7a74c36b1a47.802x802x1.png
Till I Collapse Cover,rap,Sheath,2013,260,"HighRise,VIP","
Till I collapse
I be spitting raps as long you're listening
Flo Rida got it wrong
She too busy screwing me to be whistling
Listening, whistling, glistening
Make sure to knock
Luther putting papers on your door, but got more class than John Locke
Curbstomping scrubs in Gears of War, all aboard the Cole train
Lord of the weather, call me Zeus, Indra, cause I make it rain
Driving downtown,  cruising at 105, popo think I'm scheming
Life's so good, gotta pinch myself, make sure I'm not dreaming
Riemann sums, adding up all the swag, got no bounds
Little ant haters, right hand rule, coming over these mounds
3 years ago, a friend said I'm short, now he looks up to me
Sci-talk: discussion leader; I speak so well you're lucky this rap's free


Sheath to the newcomers, Pra----h to the old friends
Praj to the close ones, I'm a b---h to no man
Get the ash off your hands, put em all in a vase
Evade, cause that's your grave
Tombstone, here you lay
Hear you complain, ""man this isn't fair, look here
I'm taking the stairs while you take the escalator again.""
It's too late to argue, it's already past 3
A.M. in the morning man, this is T-Painful for me
Hearing you trying, striving, to compare you with me
We're in different circles so stop and venn diagram me
Push you off, who do you think you are
Touching my arm?
Subterranean, too below me
To walk on the ground that I'm on
Sike, no ground, all air
Nike, I'm all victory
I'll just do it when I want to, yeah you'll all see
Name's Sheath, don't forget cause I'm just like a sword
My rap's too sharp, too potent like a poison to give you all...

Back from the dead, but it's only the beginning
Set hell on fire, now I'm gunning for heaven
Shooting up the haters, this ain't no amateur hour
F--k Kanye, Kendrick, and Jigga
I'm running through them like Tim Hightower
Is it a bird? A plane? Nah it's just a beast
Kryptonite ain't got nothing on me, I'm tearing off of this leash
It's a cold world out there but I got J's on my feet
So when I kick you around, blood will surely fill the streets
A realistic, narcissistic misogynist with no fears
When I spit on the mic you know that the end of days is near
But don't get me wrong, I'm filled with holiday cheer
But unlike Santa Claus, I don't come once a year
Till I collapse
I'm popping caps in her ass
Off in Mexico with Mr. White cooking glass
Hit the gas!
This beat is almost over, but guess what?! *Laughs*
She's still bent over",331101,en,https://assets.genius.com/images/default_cover_image.png?1697817458
I Dream I Dream,pop,Jermaine Jackson,1991,186,,"I'm so excited with the thought of touching you
So please don't deny me
Make my wish a dream come true
Ooh cause everytime I close my eyes
I feel a little magic
I get a little tingle in my heart
So I start gettin' butterflies
I love it when I have it
I never want this to end cause when...


I dream, I dream
I dream of you
All day long and all day thru
I dream, I dream oooh baby
I dream ov you
All day long I dream of you

You're like a habit
Can't let it go stays on my mind
Girl sho nuff got to have it
Keep me wanting all the time
In the middle of a lonely night
I kinda got addicted
I felt a good rush come over me, so I
Started dreamin' overtime
I didn't wanna miss it
I didn't wanna miss a dream cause when...

Here's my heart
Take my hand
I'll be your girl
You'll be my man
So wake me up
With your love
Please don't stop
Cause I just can't get enough

Cause everytime I close my eyes
I feel a little magic
I get a little tingle in my heart
So I start gettin' butterflies
I love it when I have it
I never want this to end cause when...


In the middle of a lonely night
I dream about you baby holding me tight
I felt a rsuch comin' over me
Kinda got addicted of dreamin' the dream
In a world where love is hard to find
I think about you cause you're one of a kind
Becasue it's you that I want in my life
I dream, I dream
",1022073,en,https://images.genius.com/7f54ba75f76cacf6dec23c894943abc6.600x602x1.jpg
YouTube Party 2020 Unreleased,rap,Nenshi.,2020,67,Fred Figglehorn,"It's a YouTube Party
It's a YouTube Party
It's a YouTube Party
It's a YouTube Party

Ayo, cut that shit, cut that shit

Check this out

Chillin' drinking beer with my boy John Swan
So I hit the hard r like my name was Turkey Tom (Swag)
Cause everybody knows who the motherfucking ""man is""
Sitting next to LS Mark giving Verdis Joe a Brofist
Walking in the door all the goth and black girls ask
""Hey, ain't you Nenshi Jackson, and don't you rap?""
I ain't a Slacker, try to out-jack me, you can't be
Eating Emplemons while I'm drinking Neoncaffine
IDubbbz, Leafy, Anisa, Katerino
In a foresome all while CallMeCarson's yelling ""please, no!""
Started tripping and I ran right past
And shoved a metric ton of acid into BowBlax's ass
Running just as Quinton entered up the goddamn wall
Ducked down just so I could hit Drake with the Dragsaw
{Hook, MicFri and Nenshi Jackson}
It's a YouTube Party
It's a YouTube Party
It's a YouTube Party
It's a YouTube Party, (2020, Bitch)
It's a YouTube Party
It's a YouTube Party
It's a YouTube Party
It's a YouTube Party
It's a YouTube Party, (Yeah, yeah)
It's a YouTube Party

This party fucking sucks, it's really fucking lame
I wish I stayed at home to play Some Ordinary Game
But fuck it, I guess I'm here, I really can't complain
I'll go fucking ""mental"" if Stananza shows his face
No Time for Nonsense, still gotta find me some coochie
I got the Right Opinion, so I'm feeling kinda Gucci
Daniel T. walked in and yelled #YANGGANG
Just as Rain's face got hit with Justin's Whang
I walked around the party making moves on all the honies
As I walked past Eldritch debating Coyote Lovely
Mumkey Jones walked in just so he could shoot it up
In the middle of my threesome with Delusia and Oreo Cutie, fuck (Gammit!)

{Hook}",5538268,en,https://images.genius.com/a9d8f5d630a885efcf6bcffbd37f0f93.1000x1000x1.jpg
SPARKLE,rap,Flacco-Z,2017,65,,"

(It's the 19th bitch)


Sparkle sparkle chain on my neck (on my neck)
Sparkle baby forget your regrets (your regrets)
Sparkle sparkle chain on my neck (on my neck)
Sparkle baby forget your regrets (your regrets)


Lookin' inside of her iris
I can tell my baby lying  
She said she lovin' her life but inside I know that she's dying
Speak to me baby, stop tryna hide it
She cryin' a river and I'm bout to dive in
My mermaid baby gone leave when the tide go
Love is a circus and I'm wakin' on the tightrope
Clowns want her heart but i got it a long time ago
Baby get inside of my rocket it's time to go
We left the planet the feelin outstanding
Used to be on my knees now I'm standing bro dammit
Don't take it for granted
No symptoms of panic
They feed off our energy
Caught em' Chris Hansen

{I said}
Baby forget about gravity
Long as your havin'  me
Just watch baby grab a seat
And forget about gravity
{She said}
Baby don't forget about us
I'll give you all of my love
Don't fall for the lust
Baby don't forget about us


Sparkle sparkle chain on my neck (on my neck)
Sparkle baby forget your regrets (your regrets)
Sparkle sparkle chain on my neck (on my neck)
Sparkle baby forget your regrets (your regrets)


She wanna fly away (fly away)
And I wanna leave too (leave too)
Earth Ima leave you (leave you)
My lil baby is evil (evil)
Devilish smile (devil)
Horns coming out (comin' out)
But I’m so in love (i'm in love)
That I stick around (ooooh)
I’m stuck in her web now (stuck)
I don’t give a damn now  (no)
Drowning in love (drowning)
She won’t give me a hand out
Why baby why baby why baby (baby)
I rescued you from haites my baby my baby
Now you givin' me hell why baby why baby
Why baby why baby

{I said}
Baby forget about gravity
As long as your havin'  me
Just watch baby grab a seat
And forget about gravity
{She said}
Baby don't forget about us
I'll give you all of my love
Don't fall for the lust
Baby don't forget about us


Sparkle sparkle chain on my neck
Sparkle baby forget your regrets
Sparkle sparkle chain on my neck
Sparkle baby forget your regrets",3329074,en,https://assets.genius.com/images/default_cover_image.png?1697817458
Sona,pop, (Orange Ocean,2021,26,橘子海 (Orange Ocean）,"

You ask me to come at once
I can feel you're breaking
The boy just kind of ass
Breakup just so normal
You turn your back you're leaving
With tears on your left cheek
The boy won't make you happy
You used to think that he is the one
Sona Sona Sona
Sona Sona Sona I know
Sona Sona Sona
Sona Sona I know
Your love is gonna make you
It always makes you
Your love is gonna make you
Gonna make you blind
Now you are back to life
Waiting for the daylight
Say you will be married
Congratulations
I'm standing in the corner
See smiles on your left cheek
That man could make you happy
You believe that he is the one
Sona Sona Sona
Sona Sona Sona I know
Sona Sona Sona
Sona Sona I know
Your love is gonna make you
It always makes you
Your love is gonna make you
Gonna make you blind
Your love is gonna make you blind
Your love is gonna make you blind
Your love is gonna make you blind
Make you blind
Your love is gonna make you
It always makes you
Your love is gonna make you
Gonna make you blind
Sona Sona Sona",7544326,en,https://images.genius.com/44212da960fa18c7198f01d2da716152.1000x1000x1.jpg
I Dont Miss You,pop,Whole Milk,2017,58,,"
Oh just the other day
I watched elephants interact with trains
Loaded up my thirty fives
I photographed your eyes
Consider my mistakes
I'm feeling black and blue at the thoughts of you
Girl, have my heart
Give it back, least I tried


No I don't miss you anymore
And I hate myself for that
And I don't miss you anymore
No no no no no
And I ain't thought of you in weeks
That's matter of fact
No I don't miss you anymore


Yeah the other night, I lay in bed
Got wholesome thoughts running through my head
Conscious of the space that lays 'tween me and you these days
Word's that I'm in town
I got a ring ring ring on my telephone
Sayin' that I'm in reach
But girl these, thoughts are at the beach

No I don't miss you anymore
And I hate myself for that
I don't miss you anymore
No no no no no
And I ain't thought of you in weeks
That's matter of fact
No I don't miss you anymore
(Yeah!)",3985314,en,https://images.genius.com/1fb614348db5822a762a0ea00d3206cb.1000x1000x1.jpg
